Endpoint,LatencyMs,StatusCode,Timestamp,anomaly
https://jsonplaceholder.typicode.com/posts,964,200,2025-05-23T17:48:03.8853150+05:30,-1
https://jsonplaceholder.typicode.com/posts,963,200,2025-05-23T17:48:03.8853240+05:30,-1
https://jsonplaceholder.typicode.com/posts,863,200,2025-05-23T17:48:03.8853200+05:30,-1
https://jsonplaceholder.typicode.com/posts,997,200,2025-05-23T17:48:03.9189650+05:30,-1
https://jsonplaceholder.typicode.com/posts,963,200,2025-05-23T17:48:03.8853110+05:30,-1
https://jsonplaceholder.typicode.com/posts,976,200,2025-05-23T17:48:03.8977230+05:30,-1
https://jsonplaceholder.typicode.com/posts,998,200,2025-05-23T17:48:03.9200070+05:30,-1
https://jsonplaceholder.typicode.com/posts,974,200,2025-05-23T17:48:03.8962030+05:30,-1
https://jsonplaceholder.typicode.com/posts,999,200,2025-05-23T17:48:03.9203970+05:30,-1
https://jsonplaceholder.typicode.com/posts,1000,200,2025-05-23T17:48:03.9213100+05:30,-1
https://jsonplaceholder.typicode.com/posts,1000,200,2025-05-23T17:48:03.9212810+05:30,-1
https://jsonplaceholder.typicode.com/posts,1000,200,2025-05-23T17:48:03.9210480+05:30,-1
https://jsonplaceholder.typicode.com/posts,1010,200,2025-05-23T17:48:03.9319140+05:30,-1
https://jsonplaceholder.typicode.com/posts,914,200,2025-05-23T17:48:03.9353260+05:30,-1
https://jsonplaceholder.typicode.com/posts,1015,200,2025-05-23T17:48:03.9360960+05:30,-1
https://jsonplaceholder.typicode.com/posts,1028,200,2025-05-23T17:48:03.9497450+05:30,-1
https://jsonplaceholder.typicode.com/posts,941,200,2025-05-23T17:48:03.9628480+05:30,-1
https://jsonplaceholder.typicode.com/posts,942,200,2025-05-23T17:48:03.9631620+05:30,-1
https://jsonplaceholder.typicode.com/posts,1042,200,2025-05-23T17:48:03.9639660+05:30,-1
https://jsonplaceholder.typicode.com/posts,1042,200,2025-05-23T17:48:03.9631870+05:30,-1
https://jsonplaceholder.typicode.com/posts,190,200,2025-05-23T17:48:04.1234850+05:30,-1
https://jsonplaceholder.typicode.com/posts,213,200,2025-05-23T17:48:04.1455040+05:30,-1
https://jsonplaceholder.typicode.com/posts,212,200,2025-05-23T17:48:04.1458260+05:30,-1
https://jsonplaceholder.typicode.com/posts,214,200,2025-05-23T17:48:04.1458560+05:30,-1
https://jsonplaceholder.typicode.com/posts,214,200,2025-05-23T17:48:04.1460930+05:30,-1
https://jsonplaceholder.typicode.com/posts,213,200,2025-05-23T17:48:04.1459420+05:30,-1
https://jsonplaceholder.typicode.com/posts,223,200,2025-05-23T17:48:04.1568580+05:30,-1
https://jsonplaceholder.typicode.com/posts,228,200,2025-05-23T17:48:04.1569140+05:30,-1
https://jsonplaceholder.typicode.com/posts,223,200,2025-05-23T17:48:04.1570440+05:30,-1
https://jsonplaceholder.typicode.com/posts,246,200,2025-05-23T17:48:04.1720640+05:30,-1
https://jsonplaceholder.typicode.com/posts,239,200,2025-05-23T17:48:04.1724700+05:30,-1
https://jsonplaceholder.typicode.com/posts,236,200,2025-05-23T17:48:04.1728970+05:30,-1
https://jsonplaceholder.typicode.com/posts,235,200,2025-05-23T17:48:04.1729730+05:30,-1
https://jsonplaceholder.typicode.com/posts,248,200,2025-05-23T17:48:04.1998480+05:30,-1
https://jsonplaceholder.typicode.com/posts,236,200,2025-05-23T17:48:04.2016540+05:30,-1
https://jsonplaceholder.typicode.com/posts,234,200,2025-05-23T17:48:04.2020630+05:30,-1
https://jsonplaceholder.typicode.com/posts,235,200,2025-05-23T17:48:04.2019260+05:30,-1
https://jsonplaceholder.typicode.com/posts,237,200,2025-05-23T17:48:04.2019290+05:30,-1
https://jsonplaceholder.typicode.com/posts,184,200,2025-05-23T17:48:04.3437320+05:30,-1
https://jsonplaceholder.typicode.com/posts,185,200,2025-05-23T17:48:04.3590590+05:30,-1
https://jsonplaceholder.typicode.com/posts,191,200,2025-05-23T17:48:04.3679410+05:30,-1
https://jsonplaceholder.typicode.com/posts,191,200,2025-05-23T17:48:04.3678860+05:30,-1
https://jsonplaceholder.typicode.com/posts,191,200,2025-05-23T17:48:04.3679070+05:30,-1
https://jsonplaceholder.typicode.com/posts,186,200,2025-05-23T17:48:04.3900440+05:30,-1
https://jsonplaceholder.typicode.com/posts,189,200,2025-05-23T17:48:04.3907540+05:30,-1
https://jsonplaceholder.typicode.com/posts,184,200,2025-05-23T17:48:04.3900860+05:30,-1
https://jsonplaceholder.typicode.com/posts,187,200,2025-05-23T17:48:04.3900690+05:30,-1
https://jsonplaceholder.typicode.com/posts,185,200,2025-05-23T17:48:04.3901260+05:30,-1
https://jsonplaceholder.typicode.com/posts,185,200,2025-05-23T17:48:04.5779390+05:30,-1
https://jsonplaceholder.typicode.com/posts,186,200,2025-05-23T17:48:04.5781140+05:30,-1
https://jsonplaceholder.typicode.com/posts,184,200,2025-05-23T17:48:04.5780030+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:04.8050850+05:30,-1
https://jsonplaceholder.typicode.com/posts,186,200,2025-05-23T17:48:04.9139610+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:04.9496130+05:30,-1
https://jsonplaceholder.typicode.com/posts,157,200,2025-05-23T17:48:04.9647610+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:05.1245510+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:05.1522310+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:05.2829610+05:30,-1
https://jsonplaceholder.typicode.com/posts,156,200,2025-05-23T17:48:05.4416060+05:30,-1
https://jsonplaceholder.typicode.com/posts,156,200,2025-05-23T17:48:05.5997220+05:30,-1
https://jsonplaceholder.typicode.com/posts,170,200,2025-05-23T17:48:05.6437630+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:05.9228070+05:30,-1
https://jsonplaceholder.typicode.com/posts,189,200,2025-05-23T17:48:06.0105970+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:06.1265940+05:30,-1
https://jsonplaceholder.typicode.com/posts,157,200,2025-05-23T17:48:06.2503700+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:06.2870130+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:06.4475520+05:30,-1
https://jsonplaceholder.typicode.com/posts,156,200,2025-05-23T17:48:06.5712550+05:30,-1
https://jsonplaceholder.typicode.com/posts,184,200,2025-05-23T17:48:06.7385260+05:30,-1
https://jsonplaceholder.typicode.com/posts,157,200,2025-05-23T17:48:07.0563200+05:30,-1
https://jsonplaceholder.typicode.com/posts,190,200,2025-05-23T17:48:07.0865890+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:07.0961300+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:07.2563420+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:07.2776360+05:30,-1
https://jsonplaceholder.typicode.com/posts,157,200,2025-05-23T17:48:07.3784280+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:07.4158440+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:07.8627030+05:30,-1
https://jsonplaceholder.typicode.com/posts,170,200,2025-05-23T17:48:07.9053620+05:30,-1
https://jsonplaceholder.typicode.com/posts,158,200,2025-05-23T17:48:08.0623220+05:30,-1
https://jsonplaceholder.typicode.com/posts,157,200,2025-05-23T17:48:08.1842060+05:30,-1
